item_id,release_date,item_desc,item_name,availability
14755,1999,"For years, Rebecca has lived a blameless life of quiet desperation. She is the perfect wife of a man whose wealth and power depend on her silence. She had raised a perfect child, who is now engaged; the young man is everything her parents could wish for--especially Rebecca. She hadn't planned to fall in love, but right and wrong were no match for this passion.",Confession,1
14756,2003,,The Man With a Load of Mischief (Richard Jury Novels),1
14757,1990,"When Emily Evans hears of the prairie's vast need for teachers, she feels called to help. But is she prepared to run aparish alone? Ages 11-14.",The Calling of Emily Evans (Women of the West (Paperback Bethany House)),1
14758,2003,"Reluctantly assisting an old friend, full-figured gumshoe Desiree Shapiro investigates the shooting of identical twins Mary Ann and Meredith, in an attempt to identify which twin was killed and which is only comatose",Murder Can Ruin Your Looks (Desiree Shapiro Mysteries (Paperback)),1
14759,1999,"MURDER IS RELATIVE The brutal stabbing of local philanthropist Einar Rasmussen Jr. outrages folk in the old logging town of Alpine. But, strangely, editor Emma Lord of The Alpine Advocate can scarcely pry a word out of the victim's reclusive relatives. Sheriff Milo Dodge isn't much help either, now that he and Emma are no longer an item. So intrepid Emma goes solo, hot after a story that sparks through town like wildfire, fueled by rumor, malice, and the deadly antics of a maniac. . . .",The Alpine Kindred (Emma Lord Mysteries),1
14760,2002,"Attorney Clair Sumner returns to Bayou des Cannes, Louisiana to seek justice for her father who has been sentenced to die for a crime he didn't commit, but the inhabitants of the town refuse to break their silence, forcing Claire to go after the real killer herself. Original.",Don't Tell a Soul,1
14761,2002,"Once, the sea took everything he loved ... now the sea has given him a second chance.",Lightkeeper,1
14762,1991,,Walt Disney's Lady and the Tramp (Little Golden Book),1
14763,1991,,The Higher Taste: A Guide to Gourmet Vegetarian Cooking and a Karma-Free Diet,1
14764,1993,"A self-avowed reformed spendthrift advises readers on saving money in the 1990s, offering her own tricks and techniques for penny pinching in a work that includes first-person accounts, recipes, formulas, recycling tips, and more. Original.",The Best of the Cheapskate Monthly: Simple Tips for Living Lean,1
14765,1987,"Discloses the inner workings of a marriage from both partners' points of view through David's responses to his wife Joanna's versions of events, recorded in her diary, after she abandons him after twenty-five years of marriage",Joanna's Husband and David's Wife,1
14766,1998,"An anthology of eighteen original short stories features contributions by Stephen King, Joyce Carol Oates, E.L. Doctorow, Lawrence Block, Ed McBain, Erica Jong, and Nancy Taylor Rosenberg",Crimes and Misdemeanors: New and Original Stories of Love and Death,1
14767,1992,Detective Lieutenant John Vinda is willing to break the law to break his latest case when a ruthless killer begins stalking young women on the streets of New York. By the author of One Police Plaza. Reprint.,Exceptional Clearance,1
14768,1995,,"Murder, My Suite (Bed-And-Breakfast Mysteries (Paperback))",1
14769,2002,,Stealing the Elf-King's Roses,1
14770,1989,,Se questo e un uomo ; La tregua,1
14771,2003,"A moonlit autumn night brings out half the county to fill the Tilt-O-Whirl with squealing riders and the dirt around Polly's Pitch Plate with losers' quarters. But in an air nostalgically sweet with caramel apple and spun sugar, one crooked game ends with a brutal death ... and Judge Deborah Knott will discover more than a body. For beneath the carnival's razzle-dazzle surface swirl dark secrets that Deborah has kept hidden for almost twenty years. Now as family loyalties war with the demands of the law, she must struggle to win a carny's trust-before the killer pins a bull's-eye on yet another victim.",Slow Dollar (Deborah Knott Mysteries (Paperback)),1
14772,2000,"Trying to save both his family publishing company and his life, young Alex Plumtree searches for a missing author, whose unfinished fact-based novel about kidnapped World War II orphans is the focus of death threats and murder. Reprint.",Unsolicited: A Booklover's Mystery (Booklover's Mysteries),1
14773,1990,"Follows the legendary warrior Cuchulain in a land where the human and animal worlds merge, battles rage, and one man fully captures all the passion, violence, and enchantment of ancient Ireland",Red Branch,1
14774,1993,,The Glass Menagerie,1
14775,1990,"A longtime member of organized crime recounts his criminal career, his involvement in the six-million dollar Lufthansa robbery, and his decision to become a federal witness",Wiseguy,1
14776,1999,,Triple Witch : A Home Repair is Homicide Mystery (Home Repair is Homicide Mysteries (Paperback)),1
14777,1993,"Hired to find a guitar-playing blackmailer who claims to be the author of three of rock star Dee Willis's songs, Carlotta searches Boston's backwaters and finds a trail of corruption heading in a surprising direction. Reprint.",Steel Guitar,1
14778,1993,"Paperback reissue of the autobiography of the 1991 TBulletin'/Qantas Businesswoman of the Year, who successfully rebuilt the debt-ridden cattle station left to her by her late husband. First published in 1992.",From strength to strength: An autobiography,1
14779,1991,"At the request of her old CIA contact, Carstairs, Emily Pollifax leaves New Jersey and her geraniums for Africa, where she battles dark forces of evil to save an African leader from assassination",Mrs. Pollifax on Safari,1
14780,1990,"'The Sunne in Splendour' is a magnificent historical novel about Richard III. Set against a vast, colourful canvas it covers the whole period of The War of the Roses opening with Richard as a child of seven and following him through a turbulent youth and manhood to his betrayal and death at The Battle of Bosworth Field. The historical detail is brilliantly depicted and brings to life the atmosphere of the time with extraordinary immediacy and excitement.",The Sunne in Splendour,1
14781,2001,,Iced,1
14782,1995,"Years after strange incidents at her Thornwood home culminate in her mother's death and her father's insanity, a grown Emily returns there with her own children and is horrified when the terrors reawaken. Reissue.",While Angels Sleep,1
14783,1996,"In an irreverent portrait of the publishing world, five authors and their books--all handled by big-time New York City publishing house Davis and Dash--compete for a position on the New York Times bestseller list",The Bestseller,1
14784,1989,A nephew's visit to an elderly great-aunt at Christmastime brings him memories of past holidays and the realization of how the human spirit can triumph over adversity.,A Cup of Christmas Tea,1
14785,2002,,An Accidental Woman : A Novel,1
14786,1981,"For use in schools and libraries only. Dor, a young magician, travels back in time to find an elixir that would prove his right to be the future ruler of Xanth.",Castle Roogna #03,1
14787,2003,,Casey's Gamble  (Raising Cane),1
14788,1994,"While helping to organize the Women's Rights Convention of 1848, free-thinking town librarian Glynis Tryon finds her natural curiosity peaked when a body turns up in the canal and begins investigating what seems to be a murder. Reissue.",Seneca Falls Inheritance,1
14789,1989,"Returning to the Land, after forty years of its time, Thomas Covenant finds the powers of evil, under Lord Foul the Despiser, fully unleashed and assumes the responsibility of finding a way to defeat Lord Foul. Reissue.",The Illearth War (Chronicles of Thomas Covenant the Unbeliever),1
14790,2002,"With his dream job at the prestigious San Francisco firm of Miller and McGrath tainted by greed and politics, maverick lawyer Seth Cameron becomes a pawn in a power struggle with a senior partner whom Seth believes is setting him up. Reprint.",Conflicts of Interest,1
14791,1990,"In a forgotten age of darkness a magnificent king arose to light the world. They called him unfit to ruleâ€”a lowborn, callow boy, Uther's bastard. But his coming had been foretold in the songs of the bard Taliesin. He had learned the uses of power from his guide and protector, Merlin. He was Arthur, Pendragon of the Island of the Mightyâ€”who would rise to legendary greatness in a Britain torn by violence, greed and war; the Lord of Summer who would usher in a glorious reign of peace and prosperity . . . and whose noble, trusting heart would be broken by treachery.","Arthur (The Pendragon Cycle, Book 3)",1
14792,1997,"When the galaxy's greatest chef, Gurronsevas, travels to a massive hospital space station to make their hospital food more appetizing, he may have to overcome more than a few obstacles in order to meet this challenge. Reprint.",The Galactic Gourmet: A Sector General Novel,1
14793,1969,Presents the British novelist's firsthand report on the Spanish Civil War based on his experiences fighting against the Fascists,Homage to Catalonia (Harvest Book),1
14794,1991,"A drug dealer of the future periodically moves away from his spaced-out world to become an informer for narcotics agents until he becomes unable to separate his two personalities. Reissue. (A Warner Independent Pictures film, written &amp; directed by Richard Linklater, releasing March 2006, starring Keanu Reeves, Winona Ryder, Robert Downey, Jr., Woody Harrelson, &amp; Rory Cochrane) (Science Fiction)",A Scanner Darkly,1
14795,2000,"As with his previous book, Round Ireland With a Fridge, this book is the result of an strange bet with comedian Arthur Smith. This time, Hawks bets he can find the Moldovan football team and beat them all at tennis. The loser must perform the Moldovan national anthem naked on Balham High Road. However, knowledge of tennis and/or football isn't required to enjoy the book.The latest foolhardy attempt to win a bet by the author of Round Ireland with a Fridge.",Playing the Moldovans at Tennis,1
14796,1998,The classic tale of a man's struggle for survival after being marooned on an island,Robinson Crusoe,1
14797,2000,"Lieutenant Tommy Hart, an American imprisoned in a Nazi camp, comes to the defense of fellow prisoner of war Lieutenant Lincoln Scott, an African American pilot, who has been framed for murder.",Hart's War,1
14798,1997,"â€œI donâ€™t care about your conscience. All I want is for you to kiss me again.â€ Lady Madeline Matthews would rather shame herself than sacrifice her freedom. To avoid marrying an aging, lecherous lord, she seeks out the company of Logan Scott, for a torrid affair with the notorious womanizer would surely condemn her in the eyes of good society. In truth, Logan is an intensely private man tormented by past betrayals. Now a forward little minx, completely at sea in Londonâ€™s sophisticated whirl, is disrupting his life with her vibrant charm and unspoiled beauty. But when what begins with a kiss threatens to blossom into something more rapturous and real, will Logan and Madeline have the courage to drop the masks they hide behind in the name of love?",Because You're Mine (Avon Historical Romance),1
14799,2003,"The Surgeon by Kate Bridges released on Nov 24, 2003 is available now for purchase.",The Surgeon (Harlequin Historical Series),1
14800,2001,"When her sexy boss, Michael Found, accuses her of being a fraud, Emma Lost, the real Sleeping Beauty, must prove to him that magic does exist even if it means breaking her vow of never kissing a strange man again, in a charming modern adaption of the classic fairy tale. Original.",Thoroughly Kissed,1
14801,1997,"Selected poetry editor of Inner Vistas, Maggie Blume, an aspiring song writer, struggles with feelings of inadequacy.",Maggie (California Diaries),1
14802,2000,"With her trademark humor and fast-paced wit, Ledbetter introduces Hannah Garvey, the spunky heroine of a new trilogy set in the Missouri Ozarks. Garvey becomes manager of a planned community for wealthy seniors. When one of the members is murdered, Garvey meets the sheriff, who is attracted to her but wants her to stay out of police business.",East Of Peculiar,1
14803,1998,"The peaceful reign of Elora Danan is threatened as the ruthless Thunder Riders battle to expand their dominion, and the Lord of the Dance, an omnipotent primal being, lurks in the shadows","Shadow Dawn (Chronicles of the Shadow War, Book 2)",1
14804,1972,"The story takes place in the Algerian port of Oran, where a ravaging epidemic of bubonic plague-which symbolically suggests other spiritual and political plagues-has thrown the city into a harrowing agony.",The Plague,1
14805,1999,,House of Gold,1
14806,2003,,Drop City.,1
14807,1997,"When a band of terrorists breaches the Pentagon's security as part of their plan to overthrow the government, Marcinko and his SEAL team are the nation's only hope, but Marcinko must overcome a murder rap. Reprint.",Task Force Blue (Rogue Warrior),1
14808,2004,,Close to Home: A Novel of Suspense,1
14809,1996,,Love in Another Town,1
14810,1991,"The legendary Spanish warrior, El Cid, kidnaps the beautiful Princess Mirjana and holds her for ransom, but is unable to resist falling in love with her, in a classic romance set in medieval Spain. Reprint.",Tender Warrior,1
14811,1993,"A journalist investigates the past, present, and future of computer crimes, as he attends a hacker convention, documents the extent of the computer crimes, and presents intriguing facts about hackers and their misdoings. Reprint.",The Hacker Crackdown: Law and Disorder on the Electronic Frontier,1
14812,1987,"Cathy and Chris, entwined with the evil that haunts their children, live with the fearful spectre of Foxworth Hall and find they are prisoners of a past they cannot escape.",SEEDS OF YESTERDY (Dollanger Saga (Paperback)),1
14813,2000,"Our romance with cars, begun with enthusiasm more than 100 years ago, has in fact become a very troubled entanglement. Today's relationship with the automobile inflicts upon us pollution, noise, congestion, sprawl, big expenses, injury, and even death. Yet we continue to live with cars at a continuing cost to ourselves and the environment. What can people do about this souring affair? Divorce your car! Re-meet your feet, board a bike, take a train, pull out of this dysfunctional relationship with the automobile! Divorcing your car can take many forms, from simply using it less to not owning one at all. This practical guide shows how divorcing a car can be fun, healthy, money-saving, and helpful to the planet in the process. Car-dependency is a serious problem, but this book is leavened with love-affair and self-help analogies in the text as well as cartoon illustrations. From commuters crazed by congestion and soccer moms sick of chauffeuring, to environmentalists looking for auto alternatives this book provides all the reasons not to drive and the many alternative ways we can all get around without our cars.",Divorce Your Car! : Ending the Love Affair with the Automobile,1
14814,2004,"When a waitress from an Appalachicola oyster bar heads south to Miami, she suddenly finds herself embroiled in a zany mystery set in Florida involving a man, the mob, a boat, guns, oysters, and a mysterious coffin. A first novel. Reprint.",Oyster Blues : A Novel,1
14815,1990,Describes the author's travels by train in every province of the People's Republic of China.,Riding the Iron Rooster: By Train Through China,1
14816,1995,"In 1975, small-town journalist Moon Mathias ventures into the turmoil of Southeast Asia in search of the young daughter of his recently deceased brother, a quest that takes him from Manila to the jungles of Cambodia as he uncovers a dangerous trail of smu",Finding Moon,1
14817,,Short fiction by the author of Shipping news. Set in the beautiful wild landscape of Wyoming.,Brokeback Mountain,1
14818,2003,FBI Medical Examiner Dr. Jessica Coran is pitted against a serial killer with a passion for poetry--and the need to carve it into his victims' flesh. But the most baffling part of the crimes is that each victim has been willing to die for the madman's art.,Bitter Instinct,1
14819,2003,"Former cop Max Freeman remains haunted by his killing of a 12-year-old boy in self defense in a shootout. Now living in the Florida Everglades, Freeman is pulled back into the twisted maze of law and order when he finds the corpse of a child--and is suspected of murder. LG and Mystery Guild Selection.",The Blue Edge of Midnight (Max Freeman Novels (Paperback)),1
14820,1997,A collection of letters written by a young actress who vanished following a tragic accident draws director Lucas Cameron on a search for a passionate woman whose life has been crushed by fate,Acts of Love,1
14821,2000,"Jennie Jerome Churchill calls on Kathryn Ardleigh and her husband, Charles, to clear the family name when allegations arise that her husband was related to Jack the Ripper, a charge that could threaten her son's political ambitions. Original.",Death at Whitechapel (Victorian Mysteries),1
14822,1997,,Lathe of Heaven,1
14823,2000,"Invited to the spend the holidays with his old friend, Austin, in the cathedral close of Thurchester, unworldly academic Dr. Courtine becomes engrossed in a haunting, two-hundred-year-old mystery with ties to both a medieval manuscript and to terrifying events in the present. Reader's Guide available. Reprint.",The Unburied,1
14824,1994,"Dickens's delightful evocations of a Victorian Christmas include the title story, a heartwarming fable of home life; ""The Holly-Tree,"" concerning love reclaimed at a country inn; and ""The Haunted House,"" an entertaining account of a belligerent ghost. Combining realism and fantasy, these tales attest to their author's flair for characterization and the picturesque.",The Cricket on the Hearth and Other Christmas Stories (Dover Thrift Editions),1
14825,1999,"More than 80 poems by 50 American and British masters celebrate real and metaphorical journeys. Poems by Whitman, Byron, Millay, Sandburg, Langston Hughes, Emily Dickinson, Robert Frost, Shelley, Tennyson, Yeats, many others. Includes 4 selections from the Common Core State Standards Initiative.""",Songs for the Open Road : Poems of Travel and Adventure (Dover Thrift Editions),1
14826,1983,,Side Tracked Home Executives,1
14827,1998,"In this 6th delightful culinary mystery from Joanne Pence, dilettante chef Angie Amalfi plans a romantic cruise with her hunky boyfriend, but hits rough water when murder becomes part of the itinerary. Food writer and culinary entrepreneur Angie Amalfi imagined a high seas cruise aboard a ship bound for Acapulco with her homicide detective boyfriend Paavo Smith would be heaven. With no crowds or pending police business, it might even provide Paavo the perfect opportunity to propose. But Angie's ""Love Boat"" fantasy starts springing leaks almost immediately, beginning with the cook's bizarre attempt to jump ship...in the middle of the ocean! Add an oddball collection of fellow passengers, yawningly unimaginative onboard meals, Paavo's increasingly bizarre behavior, and the fact that someone's been rifling through her luggage, and Angie's soon ready to leap overboard herself. But it's not until she offers to help out in the galley and murder is abruptly added to the menu that Angie finds herself heading into very dangerous waters indeed.",Cooks Overboard (Angie Amalfi Mysteries),1
14828,2001,,Elementarteilchen.,1
14829,2001,"Secret agent Leamas is on a mission in East Berlin, but he has doubts about the organization he serves.",The Spy Who Came In from the Cold,1
14830,2003,"When a world renowned scientist is found brutally murdered in a Swiss research facility, a Harvard professor, Robert Langdon, is summoned to identify the mysterious symbol seared onto the dead man's chest. His baffling conclusion: that it is the work of the Illuminati, a secret brotherhood presumed extinct for nearly four hundred years - reborn to continue their bitter vendetta against their most hated enemy, the Catholic church. In Rome, the college of cardinals assembles to elect a new pope. Yet somewhere within the walls of the Vatican, an unstoppable bomb of terrifying power relentlessly counts down to oblivion. While the minutes tick away, Langdon joins forces with Vittoria Vetra, a beautiful and mysterious Italian scientist, to decipher the labyrinthine trail of ancient symbols that snakes across Rome to the long-forgotten Illuminati lair - a secret refuge wherein lies the only hope for the Vatican. But, with each revelation comes another twist, another turn in the plot, which leaves Langdom and Vetra reeling and at the mercy of a seemingly invisible enemy... Angels &amp; Demons is a breathtakingly brilliant thriller which catapults the reader through the antiquity of Rome, through sealed crypts, dangerous catacombs, deserted cathedrals and even the most secret vault on earth. As the prequel to Dan Brown's worldwide bestseller,The Da Vinci Code, it has the distinction of introducing his readers to Harvard symbologist, Robert Langdon.Angels &amp; Demonsbegins the journey of enlightening epiphanies to dark truths as the battle between science and religion turns to war.",Angels and Demons,1
14831,,,House of Sleep,1
14832,1981,"Continues the memoirs of Yorkshire veterinarian James Herriot as life for Herriot, his wife, and two children gets back to normal after the war",The Lord God Made Them All,1
14833,1999,"While investigating a scam involving public auctions of military surplus materials, military investigator David Stafford discovers that a cylinder containing a hazardous biochemical weapon has vanished, and no one in the powerful military bureaucracy will admit that it is gone. Reprint.",Zero Option,1
14834,2001,"In the uneasy peace following the War of the Lance, Caramon and Tasslehoff the Kender set out to reform Caramon's twin brother Raistlin, the most powerful warrior of evil in the land of Krynn. Reprint.","Time of the Twins (Dragonlance Legends, Vol. 1)",1
14835,2000,"The author chronicles the tumultuous events of his early life, discussing his parents' divorce, the nomadic wanderings with his mother that followed, and the strange and eventful process of growing up.",This Boy's Life: A Memoir,1
14836,1999,"When ace lawyer Charley Sloan is drawn into a case involving a series of bizarre murders of small children and is also asked to defend the Detroit Police Commissioner in a high profile case, Sloan must devote his energies to two draining, controversial cases",The Judgment (Judgement),1
14837,1999,"Kay Farrow, a colorblind photographer, roams San Francisco in search of clues to the death of her mentor, a photojournalist who mysteriously wandered into a netherworld of decadence. By the author of The Magician's Tale. Reprint.",Trick of Light,1
14838,1992,Charles and Raney Shepherd try to reconcile their conflicting viewpoints and adjust to a new life together as husband and wife,Raney,1
14839,1992,,Killer Diller,1
14840,1996,"The author offers an account of growing up in the rural South of the 1940s, sharing anecdotes about his extraordinary dog, Skip, and reflecting on the relationship between a young boy and his beloved pet. Reissue. (A Warner Bros. film, produced by Mark Johnson, starring Kevin Bacon, Diane Lane, Luke Wilson, Frankie Muniz, and ""Eddie"") (Biography)",My Dog Skip,1
14841,2002,,The Sunbird,1
14842,1996,"Leo Waterman, a Seattle private detective, is hired by elderly mobster Tim Flood, who wants Leo to find his granddaughter and bring her home safely",Who in Hell Is Wanda Fuca?,1
14843,2002,,Noble Intentions,1
14844,2003,"A collection of thirteen new tales from such noted authors as Tanya Huff, Judith Tarr, and Fiona Patton, celebrate the world of Valdemar--a place filled magic, honor, and bravery--and the Heralds, and their horse-like companions, who protect this realm from the threat of evil and war. Original.",Sun In Glory (A Valdemar Anthology),1
14845,1989,"Winter arrived early in 1142, bringing with it a heavy snowfall. The safety of the roof at the guest hall of the abbey comes into jeopardy, and the brothers are called upon to effect repairs.",The Confession of Brother Haluin,1
14846,1994,,The Holy Thief: The Nineteenth Chronicle of Brother Cadfael,1
14847,1991,"After a new United States government has been elected to halt several green house effect programs, a destructive ice age emerges and only two missing Space Hab astronauts hold the key to saving the planet.",FALLEN ANGELS,1
14848,1998,,"War Dragons (Star Trek: The Captain's Table, Book 1)",1
14849,1989,The unusual adventures of four geniuses who are forced to flee their universe when they unexpectedly become the target of alien malevolence,The Number of the Beast,1
14850,,,Farewell to Arms,1
14851,2002,"Arriving in Misty Harbor, Maine, to renovate a restaurant, Gwen Fletcher finds herself surrounded by potential suitors--especially since she is the only single girl in town--and as she is pursued by a legion of enthusiastic admirers, she realizes that the only man for her is carpenter Daniel Creighton, a man who is adverse to love. Original.",Catch of the Day,1
14852,2001,"It was 2.47am when Chief Inspector Alan Banks arrived at the barn and saw the body of Keith Rothwell for the first time. Only hours earlier two masked men had walked the mild-mannered accountant out of his farmhouse and clinically blasted him with a shotgun. Clearly this is a professional hit - but Keith was hardly the sort of person to make deadly enemies. Or was he? For the police investigation soon raises more questions than answers. And who, exactly, is Robert Calvert? The more Banks scratches the surface, the more he wonders what lies beneath the veneer of the apparently happy Rothwell family. And when his old sparring partner Detective Superintendent Richard Burgess arrives from Scotland Yard, the case takes yet another unexpected twist... 'The novels of Peter Robinson are chilling, evocative, deeply nuanced works of art.' Dennis Lehane 'Peter Robinson's cast of characters is vividly drawn. Well written... highly entertaining.' Scotland on Sunday",Dry Bones That Dream (An Inspector Banks Mystery),1
14853,2004,,This Alien Shore,1
14854,1989,,Frankenstein,1
14855,2003,"Explores a range of modern cultural phenomenon, including Internet pornography, tribute bands, baseball rivalries, and reality television.","Sex, Drugs, and Cocoa Puffs : A Low Culture Manifesto",1
14856,1980,,Broca's Brain,1
14857,1984,How we re-create ancient legends in our daily lives to release human potential.,Myths to Live by,1
14858,1999,"Hesse's famous and influential novel, Siddartha, is perhaps the most important and compelling moral allegory our troubled century has produced. Integrating Eastern and Western spiritual traditions with psychoanalysis and philosophy, this strangely simple tale, written with a deep and moving empathy for humanity, has touched the lives of millions since its original publication in 1922. Set in India, Siddhartha is the story of a young Brahmin's search for ultimate reality after meeting with the Buddha. His quest takes him from a life of decadence to asceticism, through the illusory joys of sensual love with a beautiful courtesan, and of wealth and fame, to the painful struggles with his son and the ultimate wisdom of renunciation. This new translation by award-winning translator Joachim Neugroschel includes an introduction by Hesse biographer Ralph Freedman.",Siddhartha: An Indian Tale (Penguin Twentieth-Century Classics),1
14859,2003,Presents the history of the United States from the point of view of those who were exploited in the name of American progress.,A People's History of the United States : 1492-Present (Perennial Classics),1
14860,1991,,Letters from the Earth,1
14861,1994,"Irish author Bram Stoker introduced the character of Count Dracula and provided the basis of modern vampire fiction in his 1897 novel entitled ""Dracula."" Written as a series of letters, newspaper clippings, diary entries, and ships' logs, the story begins with lawyer Jonathan Harker journeying to meet Dracula at his remote castle to complete a real estate transaction. Harker soon discovers that he is being held prisoner, and that Dracula has a rather disquieting nocturnal life. Touching on themes such as Victorian culture, immigration, and colonialism, among others, this timeless classic is sure to keep readers on the edge of their seats! Now available as part of the Canterbury Classics singles series, ""Dracula"" is a must-have addition to the libraries of all classic literature lovers.",Dracula (Penguin Popular Classics),1
14862,2001,"Throughout the Star Trek - New frontier saga, Mark McHenry, the navigator on the USS Excalibur, has demonstrated abilities beyond those of the somewhat odd human being he appears to be. When the inhabitants of an innocent solar system are confronted by a menace linked to the source of McHenry's powers, his true heritage is revealed at last. Meanwhile, Zak Kebron is going through a startling change that will leave him both more and less than he was.","Being Human (Star Trek New Frontier, No 12)",1
14863,1993,,The Scarlet Letter: A Romance (The Penguin American Library),1
14864,2004,"When local gossips brand him a killer despite his wife's death by natural causes, wealthy British colonel James Lockyer-Fox draws the concern of his attorney, who discovers that his reclusive client is also being accused of far worse. Reprint.",Fox Evil,1
14865,1992,"Tells stories of the residents of a Cairo back alley, including those of Kirsha, a cafe owner, Abbas, a barber, and Hamida, a young woman",Midaq Alley,1
14866,,The children now have a home with their wealthy grandfather and spend the summer on his private island.,Bxc Surprise Island,1
14867,,Dolores Claiborne finally tells the police why she murdered her husband Joe and longtime employer Vera Donovan.,Dolores Claiborne,1
14868,2000,"Vanessa, who has always had the special power to become invisible, discovers that she and her best friend Catty, a time-traveler, are goddesses of the moon who must fight together to overcome the evil Atrox.",Daughters of the Moon: Goddess of the Night - Book #1 (Daughters of the Moon),1
14869,1996,"Hillside Manor's neighbors all adored proprietor Judith McMonigle Flynn's festive suggestion to deck the halls and houses in their cul-de-sac with eye-catching Christmas finery -- except Enid Goodrich.The grumpy old humbug refused to cooperate.Then someone cooked her Christmas goose -- silencing Enid's objections with a handy hatchet. Though Judith's already got a lot under her tree -- what with holidy business booming and the anticipated unwanted arrival of hubby Joe's soused ex-spouse -- she's not about to let murder mess up what's left of her seasonal spirit. With the help of irrepressible cousin Renie, Judith's determined to wrap up this case for Christmas -- and expose the Scrooge-slayer who felt strongly that the only Goodrich is a Deadrich.",Nutty As a Fruitcake (Bed-And-Breakfast Mysteries (Paperback)),1
14870,2002,"The Pulitzer Prizeâ€“winning, bestselling biography of Americaâ€™s founding father and second president that was the basis for the acclaimed HBO series, brilliantly told by master historian David McCullough. In this powerful, epic biography, David McCullough unfolds the adventurous life journey of John Adams, the brilliant, fiercely independent, often irascible, always honest Yankee patriot who spared nothing in his zeal for the American Revolution; who rose to become the second president of the United States and saved the country from blundering into an unnecessary war; who was learned beyond all but a few and regarded by some as â€œout of his sensesâ€; and whose marriage to the wise and valiant Abigail Adams is one of the moving love stories in American history. This is history on a grand scaleâ€”a book about politics and war and social issues, but also about human nature, love, religious faith, virtue, ambition, friendship, and betrayal, and the far-reaching consequences of noble ideas. Above all, John Adams is an enthralling, often surprising story of one of the most important and fascinating Americans who ever lived.",John Adams,1
14871,1993,"Soon after Neil Griffon takes over his father's training stables, he is abducted by two masked men",Bonecrack,1
14872,1990,"At first, Travis couldn't stand the sight of Old Yeller The stray dog was ugly, and a thieving rascal, too. But he sure was clever, and a smart dog could be a big help on the wild Texas frontier, especially with Papa away on a long cattle drive up to Abilene. Strong and courageous, Old Yeller proved that he could protect Travis's family from any sort of danger. But can Travis do the same for Old Yeller?",Old Yeller,1
14873,1994,,Generation X. Geschichten fÃƒ?Ã‚Â¼r eine immer schneller werdende Kultur.,1
14874,1998,,El Principito/Little Prince,1
14875,1998,"In Isle of Woman and Shame of Man, the firs two volumes of the monumental Geodyssey saga, bestselling author Piers Anthony chronicles the triumphs and tragedies of two remarkable families reborn again and again in some of the most turbulent eras of human history. Now, with Hope of Earth, Anthony brings us a stirring epic that ranges from our ancient beginnings in Africa's Great Rift Valley to the windswept Andes a century from now, and includes some of history's most fascinating figures--the mysterious ""Ice Man"" of the Swiss Alps, the decadent King Herod, the British Warrior Queen Boudica, the Mongol Chieftan Tamurlane, and King Louis XIV of France. Exciting, imaginative, and inspiring, Hope of Earth is the story of a group of heroic men and women, bound by ties of passion, honor, and blood, who struggle to transcend our violent past and forge and new and shinning future.",Hope of Earth (Geodyssey),1
14876,1991,,Nightfall (Bantam Spectra Book),1
14877,1993,"L.E. Modesitt, Jr.'s The Towers of the Sunset continues his bestselling fantasy series the Saga of Recluce, which is one the most popular in contemporary epic fantasy. Rather than accepting a marriage arranged by his mother, the powerful military matriarch of Westwind, Creslin chooses exile, setting out to find his own identity and developing his magical talents through conflict with the enigmatic white wizards of Candar. What Creslin doesn't know he stands in the way of their plot to subjugate the world. Saga of Recluce #1 The Magic of Recluce / #2 The Towers of Sunset / #3 The Order War / #4 The Magic Engineer / #5 The Death of Chaos / #6 Fall of Angels / #7 The Chaos Balance / #8 The White Order / #9 Colors of Chaos / #10 Magiâ€™i of Cyador / #11 Scion of Cyador / #12 Wellspring of Chaos / #13 Ordermaster / #14 Natural Order Mage / #15 Mage-Guard of Hamor / #16 Arms-Commander / #17 Cyadorâ€™s Heirs / #18 Heritage of Cyador /#19 The Mongrel Mage / #20 Outcasts of Order / #21 The Mage-Fire War (forthcoming) Story Collection: Recluce Tales Other Series by L.E. Modesitt, Jr. The Imager Portfolio The Corean Chronicles The Spellsong Cycle The Ghost Books The Ecolitan Matter","The Towers of the Sunset (Recluce series, Book 2)",1
14878,1996,"After allowing her best friend's fiance to stay at her inn to finish the final chapter of his book, Sloan Fairchild faces a painful choice between her loyalty to a friend and her growing love for the dashing Carter Madison. 75,000 first printing. $75,000 ad/promo.",Breakfast in Bed,1
14879,1994,Detectives Robert DeClercq and Zinc Chandler race against time to stop a vicious killer responsible for a series of grisly and gruesome murders. By the author of Cutthoat. Original.,Ripper,1
14880,1986,,Bloom County Babylon : Five Years of Basic Naughtiness (Bloom County),1
14881,1998,"Ramses II, the Son of the Light, is about to reach his coronation. He has all he should need to become a great pharaoh: his wife Nefertari and his mother both love him unconditionally, and he enjoys great strength from solid friendships formed in childhood, especially that of the Hebrew Moses. And yet still the young pharaoh must fight to hold on to the throne. For lurking all around in the shadows are new conspiracies against him. Will he succeed in avoiding the traps set in his path by his older brother? Can he avert the black magic of a mysterious sorcerer and ward off the schemes of the Hittites? The ambushes accumulate and Ramses' defences are exhausted. To vanquish their enemies, visible and unseen, the royal couple resort to the only possible course of action - they build a Temple of a Million Years.",The Ramses 2: the Temple of a Million Years (Ramses),1
